"","ID","Title","Year","Rating.x","Runtime","Genre","Director","Metacritic","imdbRating","Language","Country","Oscars","Rating.y","Meter","userMeter","userRating","BoxOffice"
"7775",424774,"The Adventures of Sharkboy and Lavagirl 3-D",2005,"PG",93,"Action, Adventure, Family","Robert Rodriguez",38,3.4,"English","USA",0,4.3,20,32,2.5,3.9e+07
"7776",424789,"Allegro",2005,"",88,"Drama, Romance, Sci-Fi","Christoffer Boe",63,6.7,"Danish","Denmark",0,6,63,76,3.7,NA
"7777",424823,"Balls of Fury",2007,"PG-13",90,"Comedy, Crime, Sport","Robert Ben Garant",38,5.2,"English, Mandarin","USA",0,4.2,23,33,2.7,32800000
"7778",424863,"The Book of Revelation",2006,"",118,"Mystery, Romance, Thriller","Ana Kokkinos",NA,5.4,"English","Australia",0,6.6,69,47,3.1,NA
"7779",424880,"Candy",2006,"R",108,"Drama, Romance","Neil Armfield",57,7.3,"English","Australia",0,5.8,49,77,3.8,NA
"7780",424885,"Celsius 41.11: The Temperature at Which the Brain... Begins to Die",2004,"R",72,"Documentary, War","Kevin Knoblock",42,4.4,"English","USA",0,3.9,11,39,2.8,NA
"7781",424908,"Copying Beethoven",2006,"PG-13",104,"Biography, Drama, Music","Agnieszka Holland",59,6.8,"English","USA, Germany, Hungary",0,4.7,28,57,3.2,2e+05
"7782",424938,"Karla",2006,"R",99,"Crime, Drama, Thriller","Joel Bender",NA,5.5,"English","USA",0,3.4,0,37,2.9,NA
"7783",424942,"Deep Sea",2006,"G",41,"Documentary, Short","Howard Hall",78,7.7,"English","Canada, USA",0,7.7,91,78,3.8,4.2e+07
"7784",424993,"Employee of the Month",2006,"PG-13",103,"Comedy, Romance","Greg Coolidge",36,5.4,"English","USA",0,4,20,53,3.1,28400000
"7785",425055,"Game 6",2005,"R",87,"Comedy, Drama, Sport","Michael Hoffman",56,5.9,"English, Mandarin, Hindi","USA",0,5.9,60,38,2.6,NA
"7786",425061,"Get Smart",2008,"PG-13",110,"Action, Comedy, Thriller","Peter Segal",54,6.6,"English, Russian","USA",0,5.6,51,67,3.6,130200000
"7787",425112,"Hot Fuzz",2007,"R",121,"Action, Comedy","Edgar Wright",81,7.9,"English","UK, France, USA",0,7.7,91,89,4,23600000
"7788",425123,"Just Like Heaven",2005,"PG-13",95,"Comedy, Fantasy, Romance","Mark Waters",47,6.8,"English, Spanish, Mandarin","USA",0,5.7,56,75,3.6,48300000
"7789",425236,"Mary",2005,"",83,"Drama, Thriller","Abel Ferrara",NA,5.9,"English, Hebrew, French","Italy, France, USA",0,5.5,59,43,3.1,NA
"7790",425253,"Mini's First Time",2006,"R",91,"Comedy, Crime, Drama","Nick Guthe",45,5.9,"English","USA",0,5.6,54,47,3,21800
"7791",425274,"Music from the Inside Out",2004,"",89,"Documentary","Daniel Anker",67,7.7,"English","USA",0,7.1,77,79,3.7,NA
"7792",425295,"Niagara Motel",2005,"R",88,"Drama","Gary Yates",NA,6,"English, French, Serbian","Canada, UK",0,5,36,36,3,NA
"7793",425308,"Noise",2007,"",92,"Comedy, Crime, Drama","Henry Bean",55,6.2,"English, Russian","USA",0,5.4,57,61,3.4,NA
"7794",425379,"I'm the Angel of Death: Pusher III",2005,"Not Rated",90,"Crime, Drama, Thriller","Nicolas Winding Refn",72,7.3,"Serbian, Danish, Polish","Denmark",0,7.6,92,81,3.8,NA
"7795",425413,"Run, Fatboy, Run",2007,"PG-13",100,"Comedy, Romance, Sport","David Schwimmer",48,6.7,"English","UK, USA",0,5.4,47,64,3.5,5900000
"7796",425430,"The Messengers",2007,"PG-13",90,"Drama, Horror, Thriller","Oxide Pang Chun, Danny Pang",34,5.4,"English","USA",0,3.6,12,44,3.1,35400000
"7797",425483,"Strange Fruit",2004,"",115,"Drama, Mystery, Thriller","Kyle Schickner",NA,5.6,"English","USA",0,7.5,100,36,3,NA
"7798",425598,"Block Party",2005,"R",103,"Documentary, Comedy, Music","Michel Gondry",84,7.2,"English","USA",0,7.7,92,73,3.3,11700000
"7799",425600,"Sorry, Haters",2005,"",83,"Drama, Thriller","Jeff Stanzler",43,6.3,"English, Arabic, French","USA",0,4.9,37,47,2.9,NA
"7800",425601,"Trailer Park Boys: The Movie",2006,"R",95,"Comedy, Crime","Mike Clattenburg",38,7.3,"English","Canada",0,5.5,57,78,3.8,NA
"7801",425637,"Red Cliff",2008,"R",146,"Action, Adventure, Drama","John Woo",73,7.4,"Mandarin","China, Hong Kong, Japan, Taiwan, South Korea",0,7.2,89,78,3.8,5e+05
"7802",425661,"The Great Yokai War",2005,"PG-13",124,"Adventure, Family, Fantasy","Takashi Miike",63,6.6,"Japanese","Japan",0,5.7,69,68,3.6,NA
"7803",426155,"Ushpizin",2004,"PG",90,"Drama","Giddi Dar",70,7.5,"Hebrew, Yiddish","Israel",0,7.4,93,87,3.9,1400000
"7804",426459,"Feast",2005,"R",95,"Action, Comedy, Horror","John Gulager",43,6.4,"English","USA",0,5.7,56,60,3.3,NA
"7805",426508,"The Lady in Question Is Charles Busch",2005,"",90,"Documentary, Biography","John Catania, Charles D. Ignacio",65,7,"English","USA",0,6,77,78,3.9,NA
"7806",426578,"Sophie Scholl: The Final Days",2005,"",120,"Biography, Crime, Drama","Marc Rothemund",76,7.7,"German","Germany",0,7.3,87,88,3.9,1e+06
"7807",426582,"Stalin's Wife",2004,"",104,"Documentary","Slava Tsukerman",44,7.6,"English, Russian","USA",0,5.9,64,NA,3.5,NA
"7808",426592,"Superhero Movie",2008,"PG-13",75,"Action, Comedy, Sci-Fi","Craig Mazin",33,4.5,"English","USA",0,3.6,16,32,2.8,25800000
"7809",426596,"The Take",2004,"Unrated",87,"Documentary","Avi Lewis",66,7.8,"English, Spanish","Canada, Argentina",0,6.9,90,91,3.9,NA
"7810",426615,"In the Mix",2005,"PG-13",95,"Comedy, Crime, Drama","Ron Underwood",31,2.5,"English","USA",0,3.2,14,51,2.9,10100000
"7811",426627,"Stoned",2005,"R",102,"Biography, Drama, Music","Stephen Woolley",41,5.8,"English","UK",0,4,15,45,3,NA
"7812",426883,"Alpha Dog",2006,"R",122,"Biography, Crime, Drama","Nick Cassavetes",53,6.9,"English","USA",0,5.5,55,67,3.3,15100000
"7813",426931,"August Rush",2007,"PG",114,"Drama, Music","Kirsten Sheridan",38,7.6,"English","USA",0,4.8,37,82,3.9,31500000
"7814",427089,"Confetti",2006,"R",100,"Comedy, Music, Romance","Debbie Isitt",57,5.8,"English","UK",0,5.8,57,48,3,1e+05
"7815",427152,"Dinner for Schmucks",2010,"PG-13",114,"Comedy","Jay Roach",56,5.9,"English","USA",0,5.4,42,43,3.1,7.3e+07
"7816",427229,"Failure to Launch",2006,"PG-13",97,"Comedy, Romance","Tom Dey",47,5.6,"English","USA",0,4.6,24,53,3.1,88700000
"7817",427276,"The Future of Food",2004,"",88,"Documentary","Deborah Koons",65,7.9,"English, Spanish","USA",0,7,84,83,4.1,NA
"7818",427312,"Grizzly Man",2005,"R",103,"Documentary, Biography","Werner Herzog",87,7.8,"English","USA",0,8,93,85,3.7,2900000
"7819",427327,"Hairspray",2007,"PG",117,"Comedy, Musical, Romance","Adam Shankman",81,6.9,"English","USA, UK",0,7.7,91,85,3.9,118800000
"7820",427392,"The Invasion",2007,"PG-13",99,"Sci-Fi, Thriller","Oliver Hirschbiegel, James McTeigue",45,5.9,"English, Russian","USA, Australia",0,4.4,20,41,3,1.5e+07
"7821",427470,"The Lookout",2007,"R",99,"Crime, Drama, Thriller","Scott Frank",73,7.1,"English","USA",0,7.3,87,74,3.5,4500000
"7822",427557,"Monumental: David Brower's Fight for Wild America",2004,"",88,"Documentary","Kelly Duane",66,7.7,"English","USA",0,6.9,80,NA,4.1,NA
"7823",427582,"The Method",2005,"",115,"Drama","Marcelo Piñeyro",68,7.4,"Spanish, English, French","Argentina, Spain, Italy",0,6.2,71,70,3.6,NA
"7824",427906,"Eleven Men Out",2005,"R",85,"Comedy, Drama, Romance","Róbert I. Douglas",NA,5.1,"Icelandic","Iceland, Finland, UK",0,4.7,36,21,2.9,NA
"7825",427944,"Thank You for Smoking",2005,"R",92,"Comedy, Drama","Jason Reitman",71,7.7,"English","USA",0,7.3,86,87,3.7,24600000
"7826",427954,"The Protector",2005,"R",81,"Action, Crime, Drama","Prachya Pinkaew",52,7.1,"Thai, English, Mandarin, Vietnamese","Thailand, USA, Hong Kong",0,5.5,54,76,3.6,11900000
"7827",427968,"Trust the Man",2005,"R",103,"Comedy, Drama, Romance","Bart Freundlich",43,5.8,"English","USA",0,4.6,27,35,2.9,1500000
"7828",427969,"Hollywoodland",2006,"R",126,"Biography, Crime, Drama","Allen Coulter",62,6.6,"English, Spanish","USA",0,6.5,69,48,3,14300000
"7829",427998,"The Grand",2007,"R",104,"Comedy","Zak Penn",57,6,"English","USA",0,5.3,40,43,3.1,NA
"7830",428038,"Sweet Land",2005,"PG",110,"Drama, Romance","Ali Selim",75,7.3,"English, German, Norwegian","USA",0,7.3,85,84,3.9,1300000
"7831",428196,"95 Miles to Go",2004,"R",77,"Documentary, Comedy","Tom Caltabiano",46,5.8,"English","USA",0,5.2,36,57,3,NA
"7832",428251,"Venom",2005,"R",85,"Thriller, Horror","Jim Gillespie",25,4.7,"English","USA",0,3.1,11,20,2.6,8e+05
"7833",428303,"Cavite",2005,"Not Rated",80,"Thriller","Neill Dela Llana, Ian Gamazon",64,6.3,"English, Filipino, Tagalog","Philippines, USA",0,6.4,73,55,2.4,NA
"7834",428430,"Côte d'Azur",2005,"",96,"Comedy, Musical, Romance","Olivier Ducastel, Jacques Martineau",47,6.7,"French","France",0,5.6,51,59,3.4,NA
"7835",428446,"The Darwin Awards",2006,"R",94,"Adventure, Comedy, Romance","Finn Taylor",NA,5.9,"English","USA",0,4.9,25,45,3.1,NA
"7836",428518,"Fade to Black",2004,"R",109,"Documentary","Patrick Paulson, Michael John Warren",59,6.9,"English","USA",0,6.3,58,90,4,1e+06
"7837",428649,"I Am a Sex Addict",2005,"Not Rated",98,"Biography, Comedy, Romance","Caveh Zahedi",62,6.1,"English, French, German","USA",0,6.1,63,58,3.2,NA
"7838",428672,"Unveiled",2005,"",97,"Drama","Angelina Maccarone",60,7.2,"German, Persian, English","Germany, Austria",0,6,80,81,3.3,NA
"7839",428803,"March of the Penguins",2005,"G",80,"Documentary","Luc Jacquet",79,7.8,"French, English","France, USA",1,7.8,94,81,3.5,77400000
"7840",428856,"La moustache",2005,"",87,"Drama, Mystery","Emmanuel Carrère",71,6.6,"French, English, Cantonese","France",0,7.3,85,66,3.4,NA
"7841",428959,"Peace, Propaganda & the Promised Land",2004,"",80,"Documentary","Sut Jhally, Bathsheba Ratzkoff",57,8,"English, Arabic, French, Hebrew, Spanish","USA",0,6.2,64,95,4.1,NA
"7842",428965,"Little Jerusalem",2005,"",96,"Drama","Karin Albou",63,6.7,"French, Arabic, Hebrew","France",0,6.1,63,67,2.9,NA
"7843",429068,"The Second Chance",2006,"PG-13",102,"Drama","Steve Taylor",52,6.7,"English","USA",0,5,40,78,2.9,4e+05
"7844",429078,"Seven Swords",2005,"",153,"Action, Adventure, Fantasy","Hark Tsui",NA,6.2,"Mandarin, Korean, Cantonese","Hong Kong, China, South Korea",0,4.8,25,58,3.4,NA
"7845",429173,"The Tenants",2005,"R",93,"Crime, Drama, Romance","Danny Green",46,5.3,"English","USA, Germany",0,4.8,32,30,2.6,NA
"7846",429177,"The Thing About My Folks",2005,"PG-13",96,"Comedy, Drama","Raymond De Felitta",48,6.7,"English","USA",0,5.6,45,51,2.8,7e+05
"7847",429482,"50 Ways of Saying Fabulous",2005,"",90,"Drama","Stewart Main",NA,5.8,"English","New Zealand",0,4.9,30,49,3.2,NA
"7848",429493,"The A-Team",2010,"PG-13",117,"Action, Adventure, Comedy","Joe Carnahan",47,6.8,"English, Spanish, French, Swahili, German","USA",0,5.4,47,66,3.6,77200000
"7849",429573,"An American Haunting",2005,"PG-13",83,"Horror, Mystery, Thriller","Courtney Solomon",38,5,"English","UK, Canada, Romania, USA",0,3.5,12,36,2.9,16200000
"7850",429589,"The Ant Bully",2006,"PG",88,"Animation, Adventure, Comedy","John A. Davis",59,5.9,"English","USA",0,6.2,63,43,3.1,28100000
"7851",429591,"Aquamarine",2006,"PG",104,"Comedy, Family, Fantasy","Elizabeth Allen Rosenbaum",51,5.2,"English","USA, Australia",0,5.4,51,62,3,18600000
"7852",429727,"The Caiman",2006,"",112,"Comedy, Drama, Romance","Nanni Moretti",NA,6.8,"Italian","France, Italy",0,5.2,39,62,3.4,NA
"7853",430063,"Ethan Mao",2004,"",87,"Drama, Thriller","Quentin Lee",29,6.5,"English","Canada, USA",0,3.8,36,61,3.3,NA
"7854",430289,"A League of Ordinary Gentlemen",2004,"R",93,"Documentary, Sport","Christopher Browne",66,7.1,"English","USA",0,7.3,91,75,3.5,NA
"7855",430303,"little man",2005,"",112,"Documentary","Nicole Conn",57,7,"English","USA",0,6.1,60,79,4,NA
"7856",430304,"LiTTLEMAN",2006,"PG-13",98,"Comedy, Crime","Keenen Ivory Wayans",26,4.1,"English, Estonian","USA, Canada",0,3.2,12,55,3.1,58300000
"7857",430308,"Get Rich or Die Tryin'",2005,"R",117,"Biography, Crime, Drama","Jim Sheridan",45,4.7,"English, Spanish","USA, Canada",0,4.4,16,70,3.2,30900000
"7858",430357,"Miami Vice",2006,"R",134,"Action, Crime, Drama","Michael Mann",65,6,"English, Spanish","USA, Germany, Paraguay, Uruguay",0,5.6,47,43,2.8,63400000
"7859",430431,"One Night with the King",2006,"PG",123,"Biography, Drama, History","Michael O. Sajbel",38,6.3,"English","USA",0,4.4,19,78,3.8,13400000
"7860",430576,"The Secret Life of Words",2005,"",115,"Drama, Romance","Isabel Coixet",68,7.6,"English, Danish","Spain",0,6.3,71,86,4,NA
"7861",430634,"Stick It",2006,"PG-13",103,"Comedy, Drama, Sport","Jessica Bendinger",53,6.3,"English","Germany, USA",0,4.9,31,73,3.4,26900000
"7862",430745,"Voices of Iraq",2004,"Unrated",80,"Documentary, War","People of Iraq, Martin Kunert",66,6.3,"Arabic, English, Kurdish","USA, Iraq",0,6.1,60,84,3.9,30600
"7863",430768,"Wild Tigers I Have Known",2006,"Not Rated",88,"Drama","Cam Archer",52,6.2,"English","USA",0,6.1,65,60,3.3,NA
"7864",430770,"The Women",2008,"PG-13",114,"Comedy, Drama","Diane English",27,4.9,"English","USA",0,3.9,13,38,3,26800000
"7865",430779,"Everyone's Hero",2006,"G",88,"Animation, Adventure, Comedy","Colin Brady, Christopher Reeve, Dan St. Pierre",51,5.8,"English","Canada, USA",0,5.2,41,46,3.1,14500000
"7866",430912,"Basic Instinct 2",2006,"R",114,"Crime, Mystery, Thriller","Michael Caton-Jones",26,4.1,"English","Germany, UK, USA, Spain",0,3.1,7,26,2.5,5900000
"7867",430916,"Beautiful Losers",2008,"",90,"Documentary, Music","Aaron Rose, Joshua Leonard",59,7.1,"English","USA",0,6,64,69,3.7,NA
"7868",430922,"Role Models",2008,"R",99,"Comedy","David Wain",60,6.9,"English","USA, Germany",0,6.5,77,74,3.6,67300000
"7869",431021,"The Possession",2012,"PG-13",92,"Horror, Thriller","Ole Bornedal",45,5.9,"English","USA, Canada",0,5.1,40,49,3.3,49100000
"7870",431045,"Eve and the Fire Horse",2005,"",92,"Drama","Julia Kwan",NA,7.1,"English, Cantonese","Canada",0,7.1,83,85,3.8,NA
"7871",431124,"Hollywood Dreams",2006,"R",100,"Comedy, Drama, Romance","Henry Jaglom",52,4,"English","USA",0,5.1,36,72,3.6,89200
"7872",431197,"The Kingdom",2007,"R",110,"Action, Drama, Thriller","Peter Berg",56,7.1,"English, Arabic","USA, Germany",0,5.8,51,77,3.6,47500000
"7873",431213,"Lassie",2005,"PG",100,"Adventure, Comedy, Drama","Charles Sturridge",84,6.7,"English","USA, France, Ireland, UK",0,7.3,93,61,3,5e+05
"7874",431405,"Sleeping Dogs Lie",2005,"",89,"Mystery, Short, Drama","Stuart Lessner",NA,6.3,"English","USA",0,5.9,55,29,3,NA
"7875",431979,"Le petit lieutenant",2005,"Unrated",110,"Crime, Drama","Xavier Beauvois",71,6.9,"French, Polish, Russian","France",0,6.9,79,63,3.4,NA
"7876",432021,"Resident Evil: Extinction",2007,"R",94,"Action, Horror, Sci-Fi","Russell Mulcahy",41,6.3,"English","France, Australia, Germany, UK, USA",0,4.3,22,58,3.4,50600000
"7877",432218,"Yongwang samtaeja",1977,"",90,"Adventure, Fantasy","Dong-joon Choi",NA,NA,"Korean","South Korea",0,5.2,40,44,3.1,NA
"7878",432260,"Brothers of the Head",2005,"R",93,"Drama, Music","Keith Fulton, Louis Pepe",67,6.5,"English","UK",0,6.5,68,67,3,NA
"7879",432264,"Introducing the Dwights",2007,"R",105,"Comedy, Drama","Cherie Nowlan",50,6.6,"English","Australia",0,5.5,52,50,3.1,3e+05
"7880",432283,"Fantastic Mr. Fox",2009,"PG",87,"Animation, Adventure, Comedy","Wes Anderson",83,7.8,"English, French","USA",0,7.9,92,84,3.9,20900000
"7881",432289,"First Snow",2006,"R",101,"Drama, Thriller","Mark Fergus",58,6.4,"English","Germany, USA",0,5.9,58,41,3,1e+05
"7882",432290,"Flannel Pajamas",2006,"R",124,"Romance","Jeff Lipsky",49,5.8,"English","USA",0,5.6,50,39,2.8,NA
"7883",432291,"The Fog",2005,"PG-13",100,"Horror","Rupert Wainwright",27,3.5,"English","USA",0,2.7,4,19,2.5,29500000
"7884",432325,"The Cave of the Yellow Dog",2005,"G",93,"Drama","Byambasuren Davaa",73,7.6,"Mongolian","Germany, Mongolia",0,7.3,88,87,4,NA
"7885",432337,"...So Goes the Nation",2006,"Not Rated",90,"Documentary","Adam Del Deo, James D. Stern",65,6.2,"English","USA",0,7.3,91,76,3.6,NA
"7886",432348,"Saw II",2005,"R",93,"Horror","Darren Lynn Bousman",40,6.6,"English","USA, Canada",0,4.6,36,59,3.2,8.7e+07
"7887",432402,"Factory Girl",2006,"R",90,"Biography, Drama","George Hickenlooper",45,6.4,"English, Slovak, French","USA",0,4.7,19,60,3.3,1600000
"7888",432858,"Franz Kafka",1992,"",16,"Animation, Short, Biography","Piotr Dumala",NA,6.9,"","",0,5.4,57,74,3.5,NA
"7889",433035,"Real Steel",2011,"PG-13",127,"Action, Drama, Sci-Fi","Shawn Levy",56,7.1,"English","USA, India",0,5.9,60,73,3.9,85500000
"7890",433116,"Looking for Comedy in the Muslim World",2005,"PG-13",98,"Comedy","Albert Brooks",53,5.3,"English","USA",0,5.4,42,27,2.5,8e+05
"7891",433350,"Boy Culture",2006,"",88,"Drama","Q. Allan Brocka",56,7,"English","USA",0,6.1,71,71,3.7,NA
"7892",433362,"Daybreakers",2009,"R",98,"Action, Drama, Horror","Michael Spierig, Peter Spierig",57,6.5,"English","Australia, USA",0,6.1,67,49,3.2,3e+07
"7893",433383,"Good Night, and Good Luck.",2005,"PG",93,"Drama, History","George Clooney",80,7.6,"English","USA, France, UK, Japan",0,8.1,93,83,3.6,31500000
"7894",433386,"The Grudge 2",2006,"PG-13",102,"Horror, Thriller","Takashi Shimizu",33,4.9,"English, Japanese","USA, Japan",0,3.4,10,41,2.8,39100000
"7895",433387,"Harsh Times",2005,"R",116,"Action, Crime, Drama","David Ayer",56,7,"English, Spanish, Korean","USA",0,5.5,48,56,3.2,3300000
"7896",433398,"Journey from the Fall",2006,"R",135,"Drama","Ham Tran",70,7.5,"Vietnamese, English","USA",0,7.6,92,88,4,5e+05
"7897",433400,"Just Friends",2005,"PG-13",96,"Comedy, Romance","Roger Kumble",47,6.3,"English","Germany, USA, Canada",0,5.1,41,72,3.4,32600000
"7898",433405,"Land of the Blind",2006,"R",110,"Drama, Thriller","Robert Edwards",32,6.6,"English","UK, USA",0,4.1,17,64,3.5,NA
"7899",433412,"Material Girls",2006,"PG",97,"Comedy, Family, Romance","Martha Coolidge",17,3.7,"English","USA",0,2.6,4,44,3,11300000
"7900",433416,"The Namesake",2006,"PG-13",122,"Drama","Mira Nair",82,7.6,"English, Hindi, Bengali, French","India, USA",0,7.4,86,79,3.7,13500000
"7901",433442,"The Return",2006,"PG-13",85,"Mystery, Thriller","Asif Kapadia",38,4.8,"English","USA",0,3.9,16,32,2.9,7700000
"7902",434008,"Election",2005,"Unrated",100,"Crime, Drama, Thriller","Johnnie To",73,7.1,"Cantonese, Mandarin, English","Hong Kong",0,6.7,86,79,3.7,NA
"7903",434124,"Kinky Boots",2005,"PG-13",107,"Comedy, Drama, Music","Julian Jarrold",57,7,"English","USA, UK",0,5.8,57,75,3.3,1700000
"7904",434139,"The Last Kiss",2006,"R",104,"Comedy, Drama, Romance","Tony Goldwyn",57,6.6,"English","USA",0,5.7,46,59,3.2,11500000
"7905",434179,"Marebito",2004,"R",92,"Drama, Fantasy, Horror","Takashi Shimizu",50,6.1,"Japanese","Japan",0,5,38,51,2.9,NA
"7906",434215,"Flicka",2006,"PG",95,"Adventure, Drama, Family","Michael Mayer",57,6.1,"English","USA, UK",0,5.7,54,83,3.7,20900000
"7907",434292,"Princesas",2005,"",109,"Drama","Fernando León de Aranoa",64,7.1,"Spanish","Spain",0,6.6,74,82,3.4,NA
"7908",434409,"V for Vendetta",2005,"R",132,"Action, Sci-Fi, Thriller","James McTeigue",62,8.2,"English","USA, UK, Germany",0,6.8,73,90,3.9,70500000
"7909",434424,"Undiscovered",2005,"PG-13",97,"Comedy, Music, Romance","Meiert Avis",29,4.1,"English, Japanese, Spanish","Germany, USA",0,3.2,7,48,3.1,1e+06
"7910",434541,"Macbeth",2006,"",109,"Crime, Drama, Thriller","Geoffrey Wright",51,4.9,"English","Australia",0,5.2,48,35,2.9,NA
"7911",435479,"Gabrielle",2005,"",90,"Drama, Romance","Patrice Chéreau",79,6.1,"French","France, Italy, Germany",0,6.7,75,54,2.7,89700
"7912",435623,"Conversations with Other Women",2005,"R",84,"Comedy, Drama, Romance","Hans Canosa",62,7.1,"English","UK, USA",0,6.5,74,76,3.6,NA
"7913",435625,"The Descent",2005,"R",99,"Adventure, Horror","Neil Marshall",71,7.3,"English","UK",0,7.3,85,75,3.4,2.6e+07
"7914",435670,"The Invisible",2007,"PG-13",102,"Crime, Drama, Fantasy","David S. Goyer",36,6.3,"English","USA, Canada",0,4.1,21,58,3.3,20500000
"7915",435705,"Next",2007,"PG-13",96,"Action, Sci-Fi, Thriller","Lee Tamahori",42,6.2,"English, French, German","USA",0,4.6,28,54,3.2,1.8e+07
"7916",435706,"Nina's Heavenly Delights",2006,"PG-13",94,"Comedy","Pratibha Parmar",44,6.4,"English","UK",0,3.9,20,64,3.6,NA
"7917",435716,"The Perfect Sleep",2009,"R",99,"Action, Drama, Romance","Jeremy Alter",27,4.8,"English","USA",0,4.2,38,24,2.7,NA
"7918",435761,"Toy Story 3",2010,"G",103,"Animation, Adventure, Comedy","Lee Unkrich",92,8.5,"English, Spanish","USA",2,8.8,99,89,4.3,4.15e+08
"7919",435776,"The White Diamond",2004,"Not Rated",90,"Documentary, Biography","Werner Herzog",83,7.6,"English, German","Germany, Japan, UK",0,7.6,94,85,3.9,NA
"7920",436039,"After Innocence",2005,"Unrated",95,"Documentary","Jessica Sanders",NA,7.5,"","",0,7.3,91,81,3.6,NA
"7921",436091,"Backstage",2005,"",112,"Drama, Music","Emmanuelle Bercot",57,5.8,"French","France",0,6.2,70,62,3.3,NA
"7922",436095,"Ballets Russes",2005,"",118,"Documentary, History, Music","Daniel Geller, Dayna Goldfine",81,7.8,"English","USA",0,7.7,91,81,3.2,5e+05
"7923",436231,"The Devil and Daniel Johnston",2005,"PG-13",110,"Documentary, Biography, Music","Jeff Feuerzeig",77,8,"English","USA",0,7.5,89,91,3.7,NA
"7924",436262,"Ellie Parker",2005,"R",95,"Comedy, Drama","Scott Coffey",51,5.8,"English","USA",0,5.6,51,44,2.9,NA
"7925",436295,"The Fall of Fujimori",2005,"",83,"Documentary","Ellen Perry",73,7.3,"Spanish, English","USA",0,7.1,92,95,4.2,NA
"7926",436339,"G-Force",2009,"PG",88,"Action, Adventure, Comedy","Hoyt Yeatman",41,5.1,"English","USA",0,4.4,22,40,2.7,119400000
"7927",436364,"Good",2008,"R",96,"Drama, Romance, War","Vicente Amorim",40,6.2,"English, German, French","UK, Germany",0,4.9,33,32,2.9,NA
"7928",436569,"Mardi Gras: Made in China",2005,"",72,"Documentary","David Redmon",57,7.3,"Mandarin, English","USA",0,6.6,68,90,3.7,NA
"7929",436595,"Roving Mars",2006,"G",40,"Documentary, Short","George Butler",58,7.4,"English","USA",0,6.8,70,78,3.6,1e+07
"7930",436607,"The Motel",2005,"",75,"Comedy, Drama","Michael Kang",70,6.7,"Cantonese, English","USA",0,7,87,65,3.5,NA
"7931",436613,"Murderball",2005,"R",88,"Documentary, Sport","Henry Alex Rubin, Dana Adam Shapiro",87,7.8,"English","USA",0,8.4,98,89,3.9,1300000
"7932",436629,"New York Doll",2005,"PG-13",75,"Documentary, Music","Greg Whiteley",72,7.9,"English","USA",0,7.3,90,89,3.9,NA
"7933",436686,"Protocols of Zion",2005,"R",95,"Documentary","Marc Levin",60,6.5,"English","USA",0,6.4,70,50,2.9,NA
"7934",436697,"The Queen",2006,"PG-13",103,"Biography, Drama","Stephen Frears",91,7.4,"English, German, French","UK, USA, France, Italy",1,8.4,97,76,3.5,56200000
"7935",436724,"Rize",2005,"PG-13",86,"Documentary, Music","David LaChapelle",74,7.1,"English","USA, UK",0,7,83,85,4,3300000
"7936",436728,"Romántico",2005,"",80,"Documentary","Mark Becker",68,7.4,"English, Spanish","USA",0,7.5,96,93,4,NA
"7937",436742,"The Salon",2005,"PG-13",0,"Comedy, Drama","Mark Brown",26,4.1,"English","USA",0,3.4,12,65,3.5,92400
"7938",436836,"Toots",2006,"",84,"Documentary","Kristi Jacobson",NA,7.6,"English","USA",0,7.5,100,85,3.7,NA
"7939",436854,"Tulpan",2008,"",100,"Comedy, Drama","Sergei Dvortsevoy",88,7.1,"Kazakh, Russian","Kazakhstan, Russia, Germany, Poland, Switzerland, Italy",0,7.7,96,69,3.5,NA
"7940",436857,"Twist of Faith",2004,"",87,"Documentary","Kirby Dick",70,7.3,"English","USA",0,8.2,100,81,3.4,NA
"7941",436864,"Unknown White Male",2005,"PG-13",88,"Documentary, Biography","Rupert Murray",65,6.6,"English","USA, UK",0,6.5,74,58,2.7,NA
"7942",436971,"Why We Fight",2005,"PG-13",98,"Documentary, History, War","Eugene Jarecki",68,8.1,"English, Arabic","USA, France, UK, Canada, Denmark",0,7.1,78,88,3.3,1900000
"7943",436978,"Yang Ban Xi: The 8 Modelworks",2005,"AL",90,"Documentary","Yan Ting Yuen",NA,7.1,"","",0,6.2,65,86,3.8,NA
"7944",437123,"The Case of the Grinning Cat",2004,"",59,"Documentary","Chris Marker",79,7.4,"French, Eastern Frisian","France",0,7.7,100,73,3.7,NA
"7945",437161,"'Donnie Darko': Production Diary",2004,"",53,"Documentary","",NA,7,"English","USA",0,8,91,89,4.2,5e+05
"7946",437179,"See No Evil",2006,"R",84,"Horror, Thriller","Gregory Dark",17,5.1,"English","USA",0,2.7,8,51,3.2,1.5e+07
"7947",437232,"Catch a Fire",2006,"PG-13",101,"Biography, Drama, History","Phillip Noyce",62,6.8,"English, Afrikaans, Zulu, Portuguese","France, UK, South Africa, USA",0,6.7,75,71,3.4,4300000
"7948",437250,"The Memory Thief",2007,"",95,"Drama","Gil Kofman",NA,5.7,"English","USA",0,6.7,80,43,3.1,NA
"7949",437447,"Riding Alone for Thousands of Miles",2005,"PG",107,"Drama","Yimou Zhang",73,7.5,"Mandarin, Japanese","Hong Kong, China, Japan",0,7.1,80,81,3.4,NA
